target_url,source_list_eotw
nij.ojp.gov,TRUE
ninds.nih.gov,TRUE
ninr.nih.gov,TRUE
nisar.jpl.nasa.gov,TRUE
invasivespeciesinfo.gov,TRUE
nitaac.nih.gov,TRUE
nitrd.gov,TRUE
archives.fbi.gov,TRUE
nlrb.gov,TRUE
africa.si.edu,TRUE
americanindian.si.edu,TRUE
nmb.gov,TRUE
nmio.ise.gov,TRUE
osmre.gov,TRUE
naturalhistory.si.edu,TRUE
vehiclehistory.bja.ojp.gov,TRUE
nano.gov,TRUE
nnlm.gov,TRUE
nauticalcharts.noaa.gov,TRUE
nodc.noaa.gov,TRUE
nohrsc.noaa.gov,TRUE
nosc.noaa.gov,TRUE
npg.si.edu,TRUE
npin.cdc.gov,TRUE
npms.phmsa.dot.gov,TRUE
irp.drugabuse.gov,TRUE
communities.geoplatform.gov,TRUE
nrd.gov,TRUE
fatherhood.gov,TRUE
nro.gov,TRUE
nsep.gov,TRUE
seagrant.noaa.gov,TRUE
nsopw.gov,TRUE
srs.fs.usda.gov,TRUE
nstx-u.pppl.gov,TRUE
swpc.noaa.gov,TRUE
neglecteddiseases.gov,TRUE
firstrespondertraining.gov,TRUE
nws.weather.gov,TRUE
ntis.gov,TRUE
ntl.bts.gov,TRUE
ntrl.ntis.gov,TRUE
sti.nasa.gov,TRUE
ntsb.gov,TRUE
standards.nasa.gov,TRUE
travel.trade.gov,TRUE
ntwc.ncep.noaa.gov,TRUE
nvd.nist.gov,TRUE
nvmc.uscg.gov,TRUE
nwbc.gov,TRUE
wcc.nrcs.usda.gov,TRUE
nwcg.gov,TRUE
womenshealth.gov,TRUE
waterdata.usgs.gov,TRUE
nwtrb.gov,TRUE
oacu.oir.nih.gov,TRUE
ferc.gov,TRUE
oceanacidification.noaa.gov,TRUE
research.noaa.gov,TRUE
oar.nih.gov,TRUE
oceancolor.gsfc.nasa.gov,TRUE
obssr.od.nih.gov,TRUE
cancercenters.cancer.gov,TRUE
occ.gov,TRUE
proteomics.cancer.gov,TRUE
oce.house.gov,TRUE
ucsd.libguides.com,TRUE
ocwr.gov,TRUE
diversity.va.gov,TRUE
locator.ice.gov,TRUE
prevention.nih.gov,TRUE
oea.gov,TRUE
prod.stb.gov,TRUE
oedca.va.gov,TRUE
ehrm.va.gov,TRUE
grants.nih.gov,TRUE
oceanexplorer.noaa.gov,TRUE
tech.ed.gov,TRUE
ofcm.gov,TRUE
sustainability.gov,TRUE
oversight.house.gov,TRUE
dm.usda.gov,TRUE
international.noaa.gov,TRUE
oir.nih.gov,TRUE
jobcorps.gov,TRUE
olaw.nih.gov,TRUE
olcf.ornl.gov,TRUE
omg.jpl.nasa.gov,TRUE
minorityhealth.hhs.gov,TRUE
onhir.gov,TRUE
onrr.gov,TRUE
ocean.weather.gov,TRUE
senate.gov,TRUE
physics.cancer.gov,TRUE
optn.transplant.hrsa.gov,TRUE
ori.hhs.gov,TRUE
orip.nih.gov,TRUE
hanford.gov,TRUE
orwh.od.nih.gov,TRUE
osac.gov,TRUE
space.commerce.gov,TRUE
osc.gov,TRUE
gacc.nifc.gov,TRUE
defense.gov,TRUE
science.education.nih.gov,TRUE
oshrc.gov,TRUE
osrp.lanl.gov,TRUE
princeton.edu,TRUE
ott.nih.gov,TRUE
archives.huduser.gov,TRUE
ovcttac.gov,TRUE
prhome.defense.gov,TRUE
pab.gao.gov,TRUE
pace.gsfc.nasa.gov,TRUE
pacer.uscourts.gov,TRUE
parkinsons.va.gov,TRUE
portal.uspto.gov,TRUE
pamspublic.science.energy.gov,TRUE
pbgc.gov,TRUE
pbm.va.gov,TRUE
peacecorps.gov,TRUE
pcmh.ahrq.gov,TRUE
pcos.gsfc.nasa.gov,TRUE
pds.jpl.nasa.gov,TRUE
parkplanning.nps.gov,TRUE
earthchem.org,TRUE
hdsc.nws.noaa.gov,TRUE
phgkb.cdc.gov,TRUE
phil.cdc.gov,TRUE
plainlanguage.gov,TRUE
pmf.gov,TRUE
medlineplus.gov,TRUE
pmi.gov,TRUE
secure.ssa.gov,TRUE
ppd.fnal.gov,TRUE
ppdcecc.gov,TRUE
pps.gsfc.nasa.gov,TRUE
pandemicoversight.gov,TRUE
prc.gov,TRUE
prepdata.org,TRUE
psa.gov,TRUE
psc.gov,TRUE
psnet.ahrq.gov,TRUE
psob.bja.ojp.gov,TRUE
ptsd.va.gov,TRUE
tsunami.gov,TRUE
presidentialserviceawards.gov,TRUE
queri.research.va.gov,TRUE
racf.bnl.gov,TRUE
transition.fec.gov,TRUE
rampac.energy.gov,TRUE
rapidrefresh.noaa.gov,TRUE
fsapps.nwcg.gov,TRUE
raws.nifc.gov,TRUE
rcfl.gov,TRUE
intelligence.senate.gov,TRUE
rds.cms.hhs.gov,TRUE
ready.noaa.gov,TRUE
ree.usda.gov,TRUE
reeis.usda.gov,TRUE
remm.nlm.gov,TRUE
tva.com,TRUE
cidrr8.research.va.gov,TRUE
id.energy.gov,TRUE
water.usgs.gov,TRUE
hesperia.gsfc.nasa.gov,TRUE
rhyttac.net,TRUE
ridb.recreation.gov,TRUE
fossil.energy.gov,TRUE
data.nal.usda.gov,TRUE
rocis.gov,TRUE
rrb.gov,TRUE
rsa.ed.gov,TRUE
rsdo.gsfc.nasa.gov,TRUE
targethiv.org,TRUE
data.usbr.gov,TRUE
legacy.trade.gov,TRUE
sac.gov,TRUE
safer.fmcsa.dot.gov,TRUE
sam.nrel.gov,TRUE
sam.gov,TRUE
datafiles.samhsa.gov,TRUE
cfa.harvard.edu,TRUE
apps-afsc.fisheries.noaa.gov,TRUE
apps-nefsc.fisheries.noaa.gov,TRUE
sbc.aps.anl.gov,TRUE
sbir.gov,TRUE
sbst.gov,TRUE
sc.egov.usda.gov,TRUE
benefits.gov,TRUE
scidac.gov,TRUE
supremecourt.gov,TRUE
sdms.ak.blm.gov,TRUE
sdr.gov,TRUE
sedarweb.org,TRUE
www4.eere.energy.gov,TRUE
seer.cancer.gov,TRUE
lws-set.gsfc.nasa.gov,TRUE
sewp.nasa.gov,TRUE
sfs.opm.gov,TRUE
www1.usgs.gov,TRUE
edi.nih.gov,TRUE
beta.sam.gov,TRUE
healthcare.gov,TRUE
si.edu,TRUE
sibr.nist.gov,TRUE
sigtarp.gov,TRUE
siris.si.edu,TRUE
siteidiq.gov,TRUE
sites.si.edu,TRUE
sji.gov,TRUE
www6.slac.stanford.edu,TRUE
seaway.dot.gov,TRUE
sma.gsfc.nasa.gov,TRUE
smap.jpl.nasa.gov,TRUE
carboncyclescience.us,TRUE
dodsoco.ogc.osd.mil,TRUE
sohowww.nascom.nasa.gov,TRUE
star1.loc.gov,TRUE
lasp.colorado.edu,TRUE
sos.fbi.gov,TRUE
sos.noaa.gov,TRUE
spc.noaa.gov,TRUE
partnerships.gsfc.nasa.gov,TRUE
trp.cancer.gov,TRUE
weather.msfc.nasa.gov,TRUE
mnspruce.ornl.gov,TRUE
ssd.noaa.gov,TRUE
srdr.ahrq.gov,TRUE
srnl.doe.gov,TRUE
research.si.edu,TRUE
rscience.gsfc.nasa.gov,TRUE
ssab.gov,TRUE
sservi.nasa.gov,TRUE
sss.gov,TRUE
star.nesdis.noaa.gov,TRUE
step.state.gov,TRUE
stereo.gsfc.nasa.gov,TRUE
strbase.nist.gov,TRUE
stri.si.edu,TRUE
strs.grc.nasa.gov,TRUE
swot.jpl.nasa.gov,TRUE
swpa.gov,TRUE
taacenters.org,TRUE
taggs.hhs.gov,TRUE
tcc.export.gov,TRUE
targetcenter.dm.usda.gov,TRUE
taxpayeradvocate.irs.gov,TRUE
teacheratsea.noaa.gov,TRUE
tcb.usaid.gov,TRUE
data.fs.usda.gov,TRUE
openei.org,TRUE
tdb.epa.gov,TRUE
tedb.ornl.gov,TRUE
tempo.si.edu,TRUE
tes.science.energy.gov,TRUE
tmsearch.uspto.gov,TRUE
tfm.fiscal.treasury.gov,TRUE
tfr.faa.gov,TRUE
ussc.gov,TRUE
mpep.uspto.gov,TRUE
techpartnerships.noaa.gov,TRUE
tracc.anl.gov,TRUE
asprtracie.hhs.gov,TRUE
tracs.fws.gov,TRUE
gpm.nasa.gov,TRUE
tsa.gov,TRUE
tsdr.uspto.gov,TRUE
trafficsafetymarketing.gov,TRUE
tsp.gov,TRUE
tswg.gov,TRUE
ttabvue.uspto.gov,TRUE
techtransfer.cancer.gov,TRUE
uas.noaa.gov,TRUE
uavsar.jpl.nasa.gov,TRUE
ops.fhwa.dot.gov,TRUE
oui.doleta.gov,TRUE
mitigationcommission.gov,TRUE
usagm.gov,TRUE
usap.gov,TRUE
usbg.gov,TRUE
uscc.gov,TRUE
uscfc.uscourts.gov,TRUE
uscirf.gov,TRUE
uscp.gov,TRUE
coralreef.gov,TRUE
usds.gov,TRUE
revenuedata.doi.gov,TRUE
usgovernmentmanual.gov,TRUE
ushik.ahrq.gov,TRUE
usip.org,TRUE
usmint.gov,TRUE
usna.usda.gov,TRUE
usphs.gov,TRUE
uspis.gov,TRUE
usps.com,TRUE
uspreventiveservicestaskforce.org,TRUE
radtechstudy.nci.nih.gov,TRUE
ustda.gov,TRUE
usun.usmission.gov,TRUE
uvcdat.llnl.gov,TRUE
eerscmap.usgs.gov,TRUE
vaers.hhs.gov,TRUE
valorforblue.org,TRUE
benefits.va.gov,TRUE
vcf.gov,TRUE
volcanoes.usgs.gov,TRUE
sealevel.nasa.gov,TRUE
vetoviolence.cdc.gov,TRUE
virec.research.va.gov,TRUE
vlm.cem.va.gov,TRUE
voanews.com,TRUE
benefits.va.gov,TRUE
vsac.nlm.nih.gov,TRUE
vwac.defense.gov,TRUE
wapa.gov,TRUE
wcatwc.arh.noaa.gov,TRUE
wdr.water.usgs.gov,TRUE
idea.usaid.gov,TRUE
forestsandrangelands.gov,TRUE
permanent.access.gpo.gov,TRUE
whispers.usgs.gov,TRUE
wipp.energy.gov,TRUE
womeninscience.nih.gov,TRUE
webapps.dol.gov,TRUE
wpc.ncep.noaa.gov,TRUE
waterqualitydata.us,TRUE
wrcc.osmre.gov,TRUE
tethys.pnnl.gov,TRUE
prodwrp.servicenowservices.com,TRUE
rivers.gov,TRUE
websoilsurvey.nrcs.usda.gov,TRUE
corridoreis.anl.gov,TRUE
yali.state.gov,TRUE
engage.youth.gov,TRUE
read.gov,TRUE
tools.usps.com,TRUE
agriculture.house.gov,TRUE
appropriations.house.gov,TRUE
armedservices.house.gov,TRUE
edlabor.house.gov,TRUE
energycommerce.house.gov,TRUE
ethics.house.gov,TRUE
financialservices.house.gov,TRUE
foreignaffairs.house.gov,TRUE
homeland.house.gov,TRUE
naturalresources.house.gov,TRUE
coronavirus.house.gov,TRUE
rules.house.gov,TRUE
science.house.gov,TRUE
smallbusiness.house.gov,TRUE
budget.house.gov,TRUE
judiciary.house.gov,TRUE
transportation.house.gov,TRUE
veterans.house.gov,TRUE
waysandmeans.house.gov,TRUE
intelligence.house.gov,TRUE
climatecrisis.house.gov,TRUE
modernizecongress.house.gov,TRUE
republicans-agriculture.house.gov,TRUE
republicans-appropriations.house.gov,TRUE
republicans-armedservices.house.gov,TRUE
republicans-edlabor.house.gov,TRUE
republicans-financialservices.house.gov,TRUE
gop-foreignaffairs.house.gov,TRUE
republicans-homeland.house.gov,TRUE
republicans-cha.house.gov,TRUE
republicans-naturalresources.house.gov,TRUE
republicans-oversight.house.gov,TRUE
republicans-rules.house.gov,TRUE
republicans-science.house.gov,TRUE
republicans-smallbusiness.house.gov,TRUE
republicans-budget.house.gov,TRUE
republicans-judiciary.house.gov,TRUE
republicans-transportation.house.gov,TRUE
republicans-veterans.house.gov,TRUE
gop-waysandmeans.house.gov,TRUE
republicans-intelligence.house.gov,TRUE
republicans-climatecrisis.house.gov,TRUE
fosteryouthcaucus-karenbass.house.gov,TRUE
speakers-task-force-intergovernmental-affairs-robbishop.house.gov,TRUE
dyslexiacaucus-brownley.house.gov,TRUE
motorcyclecaucus-burgess.house.gov,TRUE
crimepreventionandyouthdevelopmentcaucus-cardenas.house.gov,TRUE
chc.house.gov,TRUE
usjapancaucus-castro.house.gov,TRUE
prekcaucus-castro.house.gov,TRUE
aseancaucus-castro.house.gov,TRUE
creativerightscaucus-chu.house.gov,TRUE
capac-chu.house.gov,TRUE
lgbt-cicilline.house.gov,TRUE
multiculturalmediacaucus-clarke.house.gov,TRUE
bluedogcaucus-costa.house.gov,TRUE
submarinecaucus-courtney.house.gov,TRUE
diabetescaucus-degette.house.gov,TRUE
houseprochoicecaucus-degette.house.gov,TRUE
rangeandtestingcaucus-desjarlais.house.gov,TRUE
hispanicconference-mariodiazbalart.house.gov,TRUE
westerncaucus.house.gov,TRUE
problemsolverscaucus-gottheimer.house.gov,TRUE
cpc-grijalva.house.gov,TRUE
coronavirustaskforce-jacksonlee.house.gov,TRUE
cvt-jacksonlee.house.gov,TRUE
rsc-johnson.house.gov,TRUE
cbcbraintrust-kelly.house.gov,TRUE
newdemocratcoalition.house.gov,TRUE
conservativeopportunitysociety-king.house.gov,TRUE
careerandtechnicaleducationcaucus-langevin.house.gov,TRUE
disabilitiescaucus-langevin.house.gov,TRUE
cybercaucus-langevin.house.gov,TRUE
olympicparalympiccaucus-langevin.house.gov,TRUE
uschinaworkinggroup-larsen.house.gov,TRUE
congressionalarcticworkinggroup-larsen.house.gov,TRUE
congressionalhivaidscaucus-lee.house.gov,TRUE
starbasecaucus-lowenthal.house.gov,TRUE
safeclimatecaucus-lowenthal.house.gov,TRUE
anti-terrorismcaucus-lynch.house.gov,TRUE
childhoodcancer-mccaul.house.gov,TRUE
futureforumcaucus-murphy.house.gov,TRUE
mentalhealthcaucus-napolitano.house.gov,TRUE
congressionalcaucusonblackmenandboys-norton.house.gov,TRUE
artificialintelligencecaucus-olson.house.gov,TRUE
palazzo.house.gov,TRUE
transparencycaucus-quigley.house.gov,TRUE
housemanufacturingcaucus-reed.house.gov,TRUE
privatepropertyrightscaucus-reed.house.gov,TRUE
congressionalmarcellusshalecaucus-reed.house.gov,TRUE
cbc.house.gov,TRUE
democracyreform-sarbanes.house.gov,TRUE
valleyfevertaskforce-schweikert.house.gov,TRUE
congressionalblockchaincaucus-schweikert.house.gov,TRUE
congressionalcaucusforeffectiveforeignassistance-adamsmith.house.gov,TRUE
financialandeconomicliteracycaucus-stivers.house.gov,TRUE
dpcc.house.gov,TRUE
workforwarriorscaucus-takano.house.gov,TRUE
winecaucus-mikethompson.house.gov,TRUE
seec-tonko.house.gov,TRUE
centralamericacaucus-torres.house.gov,TRUE
blackmaternalhealthcaucus-underwood.house.gov,TRUE
votingrightscaucus-veasey.house.gov,TRUE
congressionalcaucusonblackwomenandgirls-watsoncoleman.house.gov,TRUE
workingforests-westerman.house.gov,TRUE
wittman.house.gov,TRUE
hdp.house.gov,TRUE
humanrightscommission.house.gov,TRUE
attendingphysician.house.gov,TRUE
chaplain.house.gov,TRUE
majoritywhip.gov,TRUE
abetterdeal.democraticleader.gov,TRUE
republicanleader.gov,TRUE
republicanwhip.gov,TRUE
speaker.gov,TRUE
forthepeople.speaker.gov,TRUE
majorityleader.gov,TRUE
innovation.majorityleader.gov,TRUE
assistantspeaker.house.gov,TRUE
kids-clerk.house.gov,TRUE
disclosures.house.gov,TRUE
bioguide.congress.gov,TRUE
fd.house.gov,TRUE
clerk.house.gov,TRUE
uscode.house.gov,TRUE
legcounsel.house.gov,TRUE
house.gov,TRUE
web.house.gov,TRUE
openworld.gov,TRUE
ogc.house.gov,TRUE
pressgallery.house.gov,TRUE
cao.house.gov,TRUE
wellnesscenter.house.gov,TRUE
oig.house.gov,TRUE
periodical.house.gov,TRUE
radiotv.house.gov,TRUE
womensucceed.dems.gov,TRUE
dems.gov,TRUE
democraticcloakroom.house.gov,TRUE
republicanpolicy.house.gov,TRUE
repcloakroom.house.gov,TRUE
gop.gov,TRUE
abraham.house.gov,TRUE
adams.house.gov,TRUE
aderholt.house.gov,TRUE
aguilar.house.gov,TRUE
allen.house.gov,TRUE
allred.house.gov,TRUE
amash.house.gov,TRUE
amodei.house.gov,TRUE
armstrong.house.gov,TRUE
arrington.house.gov,TRUE
axne.house.gov,TRUE
babin.house.gov,TRUE
bacon.house.gov,TRUE
baird.house.gov,TRUE
balderson.house.gov,TRUE
banks.house.gov,TRUE
barr.house.gov,TRUE
barragan.house.gov,TRUE
bass.house.gov,TRUE
beatty.house.gov,TRUE
bera.house.gov,TRUE
bergman.house.gov,TRUE
beyer.house.gov,TRUE
biggs.house.gov,TRUE
bilirakis.house.gov,TRUE
danbishop.house.gov,TRUE
robbishop.house.gov,TRUE
bishop.house.gov,TRUE
blumenauer.house.gov,TRUE
bluntrochester.house.gov,TRUE
bonamici.house.gov,TRUE
bost.house.gov,TRUE
boyle.house.gov,TRUE
kevinbrady.house.gov,TRUE
brindisi.house.gov,TRUE
brooks.house.gov,TRUE
susanwbrooks.house.gov,TRUE
anthonybrown.house.gov,TRUE
juliabrownley.house.gov,TRUE
buchanan.house.gov,TRUE
buck.house.gov,TRUE
bucshon.house.gov,TRUE
budd.house.gov,TRUE
burchett.house.gov,TRUE
burgess.house.gov,TRUE
bustos.house.gov,TRUE
butterfield.house.gov,TRUE
byrne.house.gov,TRUE
calvert.house.gov,TRUE
carbajal.house.gov,TRUE
cardenas.house.gov,TRUE
carson.house.gov,TRUE
buddycarter.house.gov,TRUE
carter.house.gov,TRUE
cartwright.house.gov,TRUE
case.house.gov,TRUE
casten.house.gov,TRUE
castor.house.gov,TRUE
castro.house.gov,TRUE
chabot.house.gov,TRUE
cheney.house.gov,TRUE
chu.house.gov,TRUE
cicilline.house.gov,TRUE
cisneros.house.gov,TRUE
katherineclark.house.gov,TRUE
clarke.house.gov,TRUE
lacyclay.house.gov,TRUE
cleaver.house.gov,TRUE
cline.house.gov,TRUE
cloud.house.gov,TRUE
clyburn.house.gov,TRUE
cohen.house.gov,TRUE
cole.house.gov,TRUE
dougcollins.house.gov,TRUE
comer.house.gov,TRUE
conaway.house.gov,TRUE
connolly.house.gov,TRUE
cook.house.gov,TRUE
cooper.house.gov,TRUE
correa.house.gov,TRUE
costa.house.gov,TRUE
courtney.house.gov,TRUE
cox.house.gov,TRUE
craig.house.gov,TRUE
crawford.house.gov,TRUE
crenshaw.house.gov,TRUE
crist.house.gov,TRUE
crow.house.gov,TRUE
cuellar.house.gov,TRUE
cunningham.house.gov,TRUE
curtis.house.gov,TRUE
davids.house.gov,TRUE
davidson.house.gov,TRUE
davis.house.gov,TRUE
rodneydavis.house.gov,TRUE
susandavis.house.gov,TRUE
dean.house.gov,TRUE
defazio.house.gov,TRUE
degette.house.gov,TRUE
delauro.house.gov,TRUE
delbene.house.gov,TRUE
delgado.house.gov,TRUE
demings.house.gov,TRUE
desaulnier.house.gov,TRUE
desjarlais.house.gov,TRUE
teddeutch.house.gov,TRUE
mariodiazbalart.house.gov,TRUE
debbiedingell.house.gov,TRUE
doggett.house.gov,TRUE
doyle.house.gov,TRUE
jeffduncan.house.gov,TRUE
dunn.house.gov,TRUE
emmer.house.gov,TRUE
engel.house.gov,TRUE
escobar.house.gov,TRUE
eshoo.house.gov,TRUE
espaillat.house.gov,TRUE
estes.house.gov,TRUE
evans.house.gov,TRUE
ferguson.house.gov,TRUE
finkenauer.house.gov,TRUE
fitzpatrick.house.gov,TRUE
fleischmann.house.gov,TRUE
fletcher.house.gov,TRUE
flores.house.gov,TRUE
fortenberry.house.gov,TRUE
foster.house.gov,TRUE
foxx.house.gov,TRUE
frankel.house.gov,TRUE
fudge.house.gov,TRUE
fulcher.house.gov,TRUE
gabbard.house.gov,TRUE
gaetz.house.gov,TRUE
gallagher.house.gov,TRUE
rubengallego.house.gov,TRUE
garamendi.house.gov,TRUE
chuygarcia.house.gov,TRUE
mikegarcia.house.gov,TRUE
sylviagarcia.house.gov,TRUE
gianforte.house.gov,TRUE
gibbs.house.gov,TRUE
gohmert.house.gov,TRUE
golden.house.gov,TRUE
gomez.house.gov,TRUE
anthonygonzalez.house.gov,TRUE
gonzalez.house.gov,TRUE
gonzalez-colon.house.gov,TRUE
gooden.house.gov,TRUE
gosar.house.gov,TRUE
gottheimer.house.gov,TRUE
kaygranger.house.gov,TRUE
garretgraves.house.gov,TRUE
graves.house.gov,TRUE
tomgraves.house.gov,TRUE
algreen.house.gov,TRUE
markgreen.house.gov,TRUE
morgangriffith.house.gov,TRUE
grijalva.house.gov,TRUE
grothman.house.gov,TRUE
guest.house.gov,TRUE
guthrie.house.gov,TRUE
haaland.house.gov,TRUE
hagedorn.house.gov,TRUE
harder.house.gov,TRUE
harris.house.gov,TRUE
hartzler.house.gov,TRUE
alceehastings.house.gov,TRUE
hayes.house.gov,TRUE
dennyheck.house.gov,TRUE
hern.house.gov,TRUE
herrerabeutler.house.gov,TRUE
hice.house.gov,TRUE
higgins.house.gov,TRUE
clayhiggins.house.gov,TRUE
hill.house.gov,TRUE
himes.house.gov,TRUE
holding.house.gov,TRUE
hollingsworth.house.gov,TRUE
horn.house.gov,TRUE
horsford.house.gov,TRUE
houlahan.house.gov,TRUE
hoyer.house.gov,TRUE
hudson.house.gov,TRUE
huffman.house.gov,TRUE
huizenga.house.gov,TRUE
hunter.house.gov,TRUE
hurd.house.gov,TRUE
jacksonlee.house.gov,TRUE
jacobs.house.gov,TRUE
jayapal.house.gov,TRUE
jeffries.house.gov,TRUE
billjohnson.house.gov,TRUE
dustyjohnson.house.gov,TRUE
ebjohnson.house.gov,TRUE
hankjohnson.house.gov,TRUE
mikejohnson.house.gov,TRUE
jordan.house.gov,TRUE
joyce.house.gov,TRUE
johnjoyce.house.gov,TRUE
kaptur.house.gov,TRUE
katko.house.gov,TRUE
keating.house.gov,TRUE
keller.house.gov,TRUE
