target_url,source_list_dod_public
make.nswc.navy.mil,TRUE
malseit.navair.navy.mil,TRUE
marketplace-ti.sd.spawar.navy.mil,TRUE
maximo.navfac.navy.mil,TRUE
mcalms.usmc.mil,TRUE
mcfmis.hqi.usmc.mil,TRUE
mcipacviewer.mcdsus.mcds.usmc.mil,TRUE
mcmbprod.logcom.usmc.mil,TRUE
mcpas.logcom.usmc.mil,TRUE
mcpic.bic.usmc.mil,TRUE
mcriss.marines.usmc.mil,TRUE
mcsrc.mceits.usmc.mil,TRUE
mctims.usmc.mil,TRUE
measure.navair.navy.mil,TRUE
metbenchhq01.nmci.navy.mil,TRUE
metcal.corona.nmci.navy.mil,TRUE
mfom.sscno.nmci.navy.mil,TRUE
mfrsharepoint.mcdsus.mcds.usmc.mil,TRUE
mfs.mcdsus.mcds.usmc.mil,TRUE
miap.csd.disa.mil,TRUE
milapps.mcieast.usmc.mil,TRUE
mms-stg.mceits.usmc.mil,TRUE
modelstm1web.manpower.usmc.mil,TRUE
mrabi.nmci.navy.mil,TRUE
mrrs.dc3n.navy.mil,TRUE
msada.dc3n.navy.mil,TRUE
mscjira.dc3n.navy.mil,TRUE
msharp.mceits.usmc.mil,TRUE
mssis.volpe.dot.gov,TRUE
mswp.submepp.navy.mil,TRUE
mto.logcom.usmc.mil,TRUE
my.navsup.navy.mil,TRUE
mynatec.navair.navy.mil,TRUE
mynavyassignment.dc3n.navy.mil,TRUE
mypd.nswcpd.navy.mil,TRUE
myteam.navair.navy.mil,TRUE
nasims.audit.navy.mil,TRUE
nasis.cnrc.navy.mil,TRUE
naval.oceanography.navy.mil,TRUE
naval.oceanography.navy.smil,TRUE
naval.oceanography.navy.smil.mil,TRUE
navitas.navy.mil,TRUE
navlogtd.navsses.navy.mil,TRUE
navlogtd.navy.mil,TRUE
navsea.cmpro.navy.mil,TRUE
navsea.navy.deps.mil,TRUE
navsea-ide.navy.mil,TRUE
navy.emass.apps.mil,TRUE
navynpc.my.salesforce.mil,TRUE
ncmis.cnet.navy.mil,TRUE
ncor.nioc-norfolk.navy.mil,TRUE
ndls.nwdc.navy.mil,TRUE
neas.ncdc.navy.mil,TRUE
nedcchrgw.dc3n.navy.mil,TRUE
neitsm.dc3n.navy.mil,TRUE
nepapams.usmc.mil,TRUE
nepoc.oceanography.navy.mil,TRUE
nepoc.oceanography.navy.smil.mil,TRUE
netccentral.cnet.navy.mil,TRUE
netfocus.ncdc.navy.mil,TRUE
netops.cpf.navy.smil.mil,TRUE
newportal.nwpt.nuwc.navy.mil,TRUE
newportalv2.nwpt.nuwc.navy.mil,TRUE
newportalv3.nwpt.nuwc.navy.mil,TRUE
nfact.navfac.navy.mil,TRUE
nif.nmci.navy.mil,TRUE
nights.ncdc.navy.mil,TRUE
niris.navfac.navy.mil,TRUE
nitep.navfac.navy.mil,TRUE
nitra.navair.navy.smil.mil,TRUE
nitrex.nmci.navy.mil,TRUE
niweb05.nadepni.navy.mil:1443,TRUE
niwp01.nadepni.navy.mil:2443,TRUE
njis.navy.mil,TRUE
nll.navsup.navy.mil,TRUE
nmci-wny.nmci.navy.mil,TRUE
nmpbs.dc3n.navy.mil,TRUE
nmpbs.n10.npc.navy.mil,TRUE
nmrs.dc3n.navy.mil,TRUE
nncms.cnic.navy.mil,TRUE
norm.navfac.navy.mil,TRUE
nossa.dc3n.navy.mil,TRUE
notess.cotf.navy.mil,TRUE
npccontactcenter.ahf.nmci.navy.mil,TRUE
npt.nuwc.navy.mil,TRUE
nrows.dc3n.navy.mil,TRUE
nrrm.nrre.navy.mil,TRUE
nsdsa.dc3n.navy.mil,TRUE
nsips.nmci.navy.mil,TRUE
nslcweb32.nslc.navy.mil,TRUE
nslcweb37.nslc.navy.mil,TRUE
nslcweb53.nslc.navy.mil,TRUE
nst.navair.navy.smil.mil,TRUE
nswapps.navsoc.socom.smil.mil,TRUE
nswcpcweb.dc3n.navy.mil,TRUE
ntims.nrre.navy.smil.mil,TRUE
ntira.dc3n.navy.mil,TRUE
ntmpsweb.dc3n.navy.mil,TRUE
nwdc.navy.mil,TRUE
nwdc.navy.smil.mil,TRUE
nwdc-edcss.ncte.navy.local,TRUE
nwrt.cnrc.navy.mil,TRUE
obligations.navair.navy.mil,TRUE
ocie.cran.nmci.navy.mil,TRUE
odsf.mcw.usmc.mil,TRUE
oeptools.navair.navy.mil,TRUE
ogconline.navy.mil,TRUE
ombudsmanregistry.cnic.navy.mil,TRUE
oni.nmci.navy.smil.mil,TRUE
onroutside.onr.navy.mil,TRUE
opa.navy.mil,TRUE
opas.navy.mil,TRUE
orcacoke.spawar.navy.mil,TRUE
otoolsweb.cnrc.navy.mil,TRUE
p739w001.cfms.navy.mil,TRUE
pa-net.navy.mil,TRUE
parr0901.mcdsus.mcds.usmc.mil,TRUE
passport.intelink.gov,TRUE
paxrimd1.navair.navy.mil,TRUE
pbisdb.navair.navy.smil.mil,TRUE
pbisdb2.cloud.navy.mil,TRUE
pcola-app.cnet.navy.mil,TRUE
phb.hrmc.navy.mil,TRUE
phdcis.phdnswc.nmci.navy.mil,TRUE
phintranet.phnsy.navy.mil,TRUE
phx04.phx.cpf.navy.smil.mil,TRUE
pinnacles.sd.spawar.navy.mil,TRUE
pluto.phdnswc.nmci.navy.mil,TRUE
pmd.navair.navy.mil,TRUE
pmo.chs.spawar.navy.mil,TRUE
pmohq.dc3n.navy.mil,TRUE
pmses.navy.mil,TRUE
pmsmis.navy.mil,TRUE
poms.cnic.navy.mil,TRUE
portal.cdmd.navy.mil,TRUE
portal.fnmoc.navy.mil,TRUE
portal.fnmoc.navy.smil.mil,TRUE
portal.navfac.navy.mil,TRUE
portal.nmci.navy.mil,TRUE
portal.nwdc.navy.mil,TRUE
portal.nwdc.navy.smil.mil,TRUE
portal.peoeis.navy.mil,TRUE
portal.phdnswc.nmci.navy.mil,TRUE
portal.secnav.navy.mil,TRUE
poseidon.navy.mil,TRUE
ppr.nslc.navy.mil,TRUE
prdwebserv17.navair.navy.mil,TRUE
prdwebserv8.navair.navy.mil,TRUE
prep.insight.cnic.navy.mil,TRUE
pridemod.dc3n.navy.mil\pridemod\default.aspx,TRUE
prism.nre.navy.mil,TRUE
prisms.nmci.navy.mil,TRUE
private.navyreserve.navy.mil,TRUE
prod.asixs.navy.mil,TRUE
prodhr.np2.cloud.navy.mil,TRUE
promis.navy.mil,TRUE
prt.nmci.navy.mil,TRUE
qcts.no.navy.mil,TRUE
rabbithole.dc3n.navy.mil,TRUE
ram.navair.navy.mil,TRUE
ramp.navair.navy.mil,TRUE
rapid.cnic.navy.mil,TRUE
rcrp.csd.disa.mil,TRUE
rdais.navy.mil,TRUE
readinesssuite.navsup.navy.mil,TRUE
redi.navy.mil,TRUE
reports.cse.spawar.navy.mil,TRUE
reports.dc3n.navy.mil,TRUE
repository.jpeojtrs.mil,TRUE
revs.cnic.navy.mil,TRUE
rfmt.private.navyreserve.navy.mil,TRUE
rhics.csd.disa.mil,TRUE
rims.dc3n.navy.mil,TRUE
rims.ncis.navy.mil,TRUE
rmaisweb.nmci.navy.mil,TRUE
rram.navnsup.navy.mil,TRUE
rtam.tecom.usmc.mil,TRUE
rtamms.mceits.usmc.mil,TRUE
rtar.navyreserve.navy.mil,TRUE
s2de.nmci.navy.smil.mil,TRUE
sabar.sscno.nmci.navy.mil,TRUE
sadie.nmci.navy.mil,TRUE
safe.navy.smil.mil,TRUE
sams.mceits.usmc.mil,TRUE
sarmis.secnav.navy.mil,TRUE
sdremedyweb.sd.fisc.navy.mil,TRUE
seashare.spawar.navy.mil,TRUE
seat1.cpf.navy.mil,TRUE
seat1.nmci.navy.mil,TRUE
seatracq.nslc.navy.mil,TRUE
secure.fedramp-firstdue.us,TRUE
sedir.cse.spawar.navy.mil,TRUE
sems.dc3n.navy.mil,TRUE
sems.sscno.nmci.navy.mil,TRUE
servicenow.les.mil,TRUE
sfim.cnic.navy.mil,TRUE
sharepoint.cran.nmci.navy.smil.mil,TRUE
sharp.nmci.navy.mil,TRUE
shipname.navy.smil.mil,TRUE
sims.dc3n.navy.mil,TRUE
sked.abl.navy.mil,TRUE
slicwave.crane.navy.mil,TRUE
smds.navair.navy.smil.mil,TRUE
smmis.submepp.navy.mil,TRUE
smmp-mc.usmc.mil,TRUE
sms.dc3n.navy.mil,TRUE
snasts.navy.mil,TRUE
sop.ahf.nmci.navy.mil,TRUE
sp.nis.navy.mil,TRUE
spider.navy.mil,TRUE
spiders.navfac.navy.mil,TRUE
spmide.plm.dc3n.navy.mil,TRUE
ssl2.kpt.nuwc.navy.mil,TRUE
sso.tfs.usmc.mil,TRUE
ssuesxwi.supship.navy.mil,TRUE
stan3.navy.mil,TRUE
stats.sscno.nmci.navy.mil,TRUE
stratis.usmc.mil,TRUE
swms.dc3n.navy.mil,TRUE
syapps.psns.navy.mil,TRUE
synchro.spawar-chas.navy.smil.mil,TRUE
sysm.onr.navy.mil,TRUE
t3.mcdsus.mcds.usmc.mil,TRUE
tarp.navsup.navy.mil,TRUE
tcpt.usmc.mil,TRUE
tdc.dc3n.navy.mil,TRUE
tdp.nslc.navy.mil,TRUE
teamtrack.netc.navy.mil,TRUE
telemetry.usmc.mil,TRUE
tempalt.nuwckpt.navy.smil.mil,TRUE
tfars.spawaritc.navy.mil,TRUE
tfdw-web.mceits.usmc.mil,TRUE
tfmms.dc3n.navy.mil,TRUE
tfrs.mceits.usmc.mil,TRUE
tfrtools.navair.navy.mil,TRUE
tfsms.mceits.usmc.mil,TRUE
tips.navy.mil,TRUE
titan.navair.navy.mil,TRUE
tmd.navair.navy.mil,TRUE
tmde.logcom.usmc.mil,TRUE
tomis.nwptf.nuwc.navy.mil,TRUE
toris.dc3n.navy.mil,TRUE
tracker.adr.navy.mil,TRUE
trends.nrlssc.navy.smil.mil,TRUE
triannual.cse.spawar.navy.mil,TRUE
trims.dc3n.navy.mil,TRUE
trinidad.cse.spawar.navy.mil,TRUE
trms.dc3n.navy.mil,TRUE
tscmis.spawar-chas.navy.smil.mil,TRUE
tsharp.dc3n.navy.mil,TRUE
tsm-c.dc3n.navy.mil,TRUE
tso-horizon.mcw.usmc.mil,TRUE
tsosp.usmc.mil,TRUE
tsp.nuwcnpt.navy.mil,TRUE
tubaweb.dt.navy.mil,TRUE
twms.dc3n.navy.mil,TRUE
uat-icat.usmc.mil,TRUE
ulmt.ndcsd.nmci.navy.mil,TRUE
unmirror.nmic.navy.mil,TRUE
usmap.cnet.navy.mil,TRUE
usmcmax.usmc.mil,TRUE
usmcu.edu,TRUE
v22fst.nadepcp.navy.mil,TRUE
v22fst.navair.navy.mil,TRUE
vce.tecom.usmc.mil,TRUE
vlab.chs.spawar.navy.mil,TRUE
vram.navy.mil,TRUE
waanswcdap01.nmci.navy.mil,TRUE
wamo.nmci.navy.mil,TRUE
warchest.nmic.ic.gov,TRUE
watercraft.dc3n.navy.mil,TRUE
waw.kypt.nmci.navy.mil,TRUE
wdts.supshipgc.navy.mil,TRUE
web.ports.navy.mil,TRUE
web.salts.navy.mil,TRUE
web2.cpa.navy.mil,TRUE
webapps.mcieast.usmc.mil,TRUE
webapps.nnsy.navy.mil,TRUE
webapps.trfkb.navy.mil,TRUE
webappshr.nrl.navy.mil,TRUE
webappspdms.nrl.navy.mil,TRUE
webisis.nmci.navy.mil,TRUE
webjedmics.navair.navy.mil,TRUE
weblog.navy.mil,TRUE
webmail-rear.jtf519.smil.mil,TRUE
webmass3.manpower.usmc.mil,TRUE
webotf.ahf.nmci.navy.mil,TRUE
webserd.lakehurst.navy.mil,TRUE
websteam.cnrc.navy.mil,TRUE
wess.safetycenter.navy.mil,TRUE
wfmp.navair.navy.mil,TRUE
whaleback.submepp.navy.mil,TRUE
wide.kpt.nuwc.navy.mil,TRUE
windchill.navair.navy.mil,TRUE
wls.sscpac.nmci.navy.mil,TRUE
wms.navair.navy.mil,TRUE
wssct.usmc.mil,TRUE
wtpts.cnic.navy.mil,TRUE
atav.navy.mil,TRUE
bavr.cnic.navy.mil,TRUE
bol.navy.mil,TRUE
cbrd.navy.mil,TRUE
cets.dc3n.navy.mil,TRUE
chinfo.navy.mil,TRUE
cm.navsea.navy.mil,TRUE
cno.navy.mil,TRUE
cpars.gov,TRUE
crsc.secnav.navy.mil,TRUE
csp.navy.smil.mil,TRUE
ctf74.navy.smil.mil,TRUE
deip.jmie.sgov.gov,TRUE
drrsmc.hqmc.usmc.smil.mil,TRUE
emh.housing.navy.mil,TRUE
emh.housing.navy.mil and www.homes.mil,TRUE
ep2.mcsc.usmc.mil,TRUE
etims.navy.mil,TRUE
eu.navy.mil,TRUE
fmosystems.navy.mil,TRUE
geofidelis.usmc.mil,TRUE
insidenslc.navy.mil,TRUE
iwtg.navy.smil.mil,TRUE
jtdi.mil,TRUE
linxncr.us,TRUE
maintenance.navy.mil,TRUE
manpower.usmc.mil,TRUE
marcims.org,TRUE
marinenet.usmc.mil,TRUE
mcboss.usmc.mil,TRUE
mcdss.mcboss.usmc.mil,TRUE
mceap.usmc.mil,TRUE
mcendw.marcorsyscom.usmc.mil,TRUE
muwinfodesk.navy.mil,TRUE
navy.portal.mil,TRUE
ncca.navy.mil,TRUE
nde.navy.mil,TRUE
ndp.navy.mil,TRUE
neco.navy.mil,TRUE
nescdw.navsea.navy.mil,TRUE
nipo.navy.mil,TRUE
nko.navy.mil,TRUE
nmci.nswccd.navy.smil.mil,TRUE
nrlmry.navy.mil,TRUE
nsips.cloud.navy.mil,TRUE
nslcptsmh.csd.disa.mil,TRUE
nssa.nmci.navy.mil,TRUE
nwdc.navy.mil,TRUE
oars.navsea.navy.mil,TRUE
ois.disa.mil,TRUE
onetouch.navy.mil,TRUE
paraderes.hqi.usmc.mil,TRUE
pid.cnic.navy.mil,TRUE
prbuilder.usmc.mil,TRUE
prod.caris.netc.navy.mil,TRUE
prod.edsapp.cnet.navy.smil.mil,TRUE
prod.jalis.mil,TRUE
sd.vte.training.navy.mil,TRUE
shipops.net,TRUE
siatss.navy.mil,TRUE
sldcada.dc3n.navy.mil,TRUE
smartwebmove.navsup.navy.mil,TRUE
spear.navy.mil,TRUE
techrep.navy.mil,TRUE
tiger.marcorsyscom.usmc.mil,TRUE
uar.cas.navy.smil.mil,TRUE
uarnoc.cas.navy.smil.mil,TRUE
usmc.hmms.mil,TRUE
usmcobmt.com,TRUE
vamosc.navy.mil,TRUE
www1.mcieast.usmc.mil,TRUE
www1.trfkb.navy.mil,TRUE
www2.mccll.usmc.mil,TRUE
www2.navfac.navy.mil,TRUE
www2.oix.navy.mil,TRUE
wwwdd.csd.disa.mil,TRUE
xiam.cnic.navy.mil,TRUE
yinet001.srf.local,TRUE
zathras.spawar.navy.mil,TRUE
"chianti.spawar.navy,mil",TRUE
chianti.spawar.navy.mil,TRUE
drrsn.nrre.navy.mil,TRUE
jxsrv03.nadsusea.nads.navy.mil,TRUE
militaps.nmci.navy.mil,TRUE
nrdw.navyreserve.navy.mil,TRUE
nslcweb32.nslc.navy.mil\nslcportal\main\welcome.do,TRUE
mnp.navy.mil,TRUE
intra1.nadsusea.nads.navy.mil,TRUE
ice.ncis.navy.mil,TRUE
idp.mcrissii.marines.usmc.mil,TRUE
internal ip specific.,TRUE
internally configured per site.,TRUE
itsmweb.dc3n.navy.mil,TRUE
mccast2.mceits.usmc.mil,TRUE
mcess-ams.usmc.mil,TRUE
mcicomportal.mcicom.usmc.mil,TRUE
milrec.biblivation,TRUE
minotaur.nrlssc.navy.mil,TRUE
mmt.usmc.mil,TRUE
msclogqa.dc3n.navy.mil,TRUE
msctfm.dc3n.navy.mil,TRUE
mymsctfm.dc3n.navy.mil,TRUE
nfoses.net,TRUE
nmic.navy.smil.mil,TRUE
nserc.nswc.navy.mil,TRUE
portal.onr.spawar-chas.navy.smil.mil,TRUE
ppicss.hqi.usmc.mil,TRUE
prismsweb.nmci.navy.mil,TRUE
production c27cfmscnlap61a.ncdc.navy.mil,TRUE
raven.navy.smil.mil,TRUE
safetycenter.navy.mil,TRUE
sailor.navy.mil,TRUE
alertsci.nmci.navy.mil,TRUE
ssp.nuwc.navy.mil,TRUE
supsalv.navy.mil,TRUE
swat.dc3n.navy.mil,TRUE
tecnet1.jcte.jcs.mil,TRUE
seaspace-u.nswccd.navy.mil,TRUE
usnbgtmo.navy.smil.mil,TRUE
v22ric.navy.mil,TRUE
vcloud.gun.csd.disa.mil,TRUE
anchordesk.navy.smil.mil,TRUE
builder.usmc.mil,TRUE
donhq.navy.mil,TRUE
enclave.cmil.mil,TRUE
securerelease.us,TRUE
leddex.us,TRUE
nrlssc.navy.mil,TRUE
nwc.navy.mil,TRUE
prod.etrms.netc.navy.mil,TRUE
spawar.navy.smil.mil,TRUE
spawar-maintenance.navy.mil,TRUE
supship.navy.mil,TRUE
surveys.secnav.navy.mil,TRUE
swonet.navy.mil,TRUE
training.navy.mil,TRUE
wawf.eb.mil,TRUE
cpm-aim.ncdc.navy.mil,TRUE
trmc.osd.mil,TRUE
cool.osd.mil,TRUE
acq.osd.mil,TRUE
socom.mil,TRUE
cgmix.uscg.mil,TRUE
cgcart.uscg.mil,TRUE
cgrri.uscg.mil,TRUE
homeport.uscg.mil,TRUE
sageearth.northcom.mil,TRUE
sagewind.northcom.mil,TRUE
army.dodlodging.net,TRUE
manationalguard.net,TRUE
goarmywestpoint.evenue.net,TRUE
afrts.net,TRUE
myafn.net,TRUE
afneurope.net,TRUE
afnpacific.net,TRUE
afngo.net,TRUE
api.dvidshub.net,TRUE
cms.dvidshub.net,TRUE
v2cms.dvidshub.net,TRUE
dvidshub.net,TRUE
usace.on.worldcat.org,TRUE
usace.contentdm.oclc.org,TRUE
78tharmyband.org,TRUE
thenmusa.org,TRUE
afrts.org,TRUE
africacenter.org,TRUE
masscommunicationtool.org,TRUE
afcmrs.org,TRUE
airforcetechconnect.org,TRUE
nationalcoastguardmuseum.org,TRUE
uscgboating.org,TRUE
29palms.usmc-mccs.org,TRUE
8thandi.usmc-mccs.org,TRUE
albany.usmc-mccs.org,TRUE
barstow.usmc-mccs.org,TRUE
bridgeport.usmc-mccs.org,TRUE
campfuji.usmc-mccs.org,TRUE
cherrypoint.usmc-mccs.org,TRUE
hamptonroads.usmc-mccs.org,TRUE
hawaii.usmc-mccs.org,TRUE
hendersonhall.usmc-mccs.org,TRUE
iwakuni.usmc-mccs.org,TRUE
lejeunenewriver.usmc-mccs.org,TRUE
miramar.usmc-mccs.org,TRUE
pendleton.usmc-mccs.org,TRUE
quantico.usmc-mccs.org,TRUE
sandiego.usmc-mccs.org,TRUE
southcarolina.usmc-mccs.org,TRUE
okinawa.usmc-mccs.org,TRUE
usmc-mccs.org,TRUE
yuma.usmc-mccs.org,TRUE
dlnseo.org,TRUE
safehelpline.org,TRUE
sems2.serdp-estcp.org,TRUE
39tharmyband.com,TRUE
40thidband.us,TRUE
nsin.us,TRUE
unum.nsin.us,TRUE
mda-osbp.powerappsportals.us,TRUE
dodstem.us,TRUE
dev.stargazer.teambespin.us,TRUE
main.dev.vip.teambespin.us,TRUE
feature-6234.dev.digitalu.teambespin.us,TRUE
spend.int.cloudops.teambespin.us,TRUE
feature-socom.dev.digitalu.teambespin.us,TRUE
feature-5826.dev.digitalu.teambespin.us,TRUE
epic-sql-migration.dev.digitalu.teambespin.us,TRUE
admin.prod.kinderspot.teambespin.us,TRUE
teambespin.us,TRUE
nro.gov,TRUE
nsa.gov,TRUE
recruiting.army.mil,TRUE
pfpa.mil,TRUE
dinfos.edu,TRUE
cco.ndu.edu,TRUE
oig.nsa.gov,TRUE
insider-risk.gov,TRUE
prevention.mil,TRUE
afd.defense.gov,TRUE
basicresearch.defense.gov,TRUE
dodcertpmo.defense.gov,TRUE
innovation.defense.gov,TRUE
minerva.defense.gov,TRUE
ousdi.defense.gov,TRUE
agc.army.mil,TRUE
cyberdefensereview.army.mil,TRUE
enterprisemanagement.army.mil,TRUE
peoc3t.army.mil,TRUE
phcp.health.mil,TRUE
10thaamdc.army.mil,TRUE
12cab.army.mil,TRUE
19bcd.army.mil,TRUE
1tsc.army.mil,TRUE
21tsc.army.mil,TRUE
2cr.army.mil,TRUE
2sigbde.army.mil,TRUE
409csb.army.mil,TRUE
41fab.army.mil,TRUE
7atc.army.mil,TRUE
aepubs.eur.army.mil,TRUE
afod.eur.army.mil,TRUE
afsbeurope.army.mil,TRUE
amc.army.mil,TRUE
amcom.army.mil,TRUE
amlc.army.mil,TRUE
arcyber.army.mil,TRUE
armyupress.army.mil,TRUE
asafm.army.mil,TRUE
aschq.army.mil,TRUE
band.eur.army.mil,TRUE
jpeocbrnd.osd.mil,TRUE
mepcom.army.mil,TRUE
peosoldier.army.mil,TRUE
smdc.army.mil,TRUE
tobyhanna.army.mil,TRUE
usafmcom.army.mil,TRUE
usanato.army.mil,TRUE
usarcent.army.mil,TRUE
dfas.mil,TRUE
airforceacademy.tricare.mil,TRUE
corpuschristi.tricare.mil,TRUE
eglin.tricare.mil,TRUE
health.mil,TRUE
hill.tricare.mil,TRUE
lemoore.tricare.mil,TRUE
spacebasedelta1.spaceforce.mil,TRUE
12af.acc.af.mil,TRUE
8af.af.mil,TRUE
specialwarfaretw.af.mil,TRUE
908aw.afrc.af.mil,TRUE
gulfportcrtc.ang.af.mil,TRUE
aft3.af.mil,TRUE
kesselrun.af.mil,TRUE
413ftg.afrc.af.mil,TRUE
netcents.af.mil,TRUE
airuniversity.af.mil,TRUE
shadowsedge.mil,TRUE
safety.af.mil,TRUE
learningprofessionals.af.mil,TRUE
arnold.af.mil,TRUE
4af.afrc.af.mil,TRUE
175wg.ang.af.mil,TRUE
138fw.ang.af.mil,TRUE
compliance.af.mil,TRUE
168wg.ang.af.mil,TRUE
oig.dia.mil,TRUE
cac.mil,TRUE
cloud.mil,TRUE
dc3.mil,TRUE
dcaa.mil,TRUE
dcsa.mil,TRUE
deomi.mil,TRUE
dhra.mil,TRUE
dodcui.mil,TRUE
dodig.mil,TRUE
dodnafaccounting.defense.gov,TRUE
dote.osd.mil,TRUE
metc.mil,TRUE
nmio.ise.gov,TRUE
outreach.navy.mil,TRUE
c2f.usff.navy.mil,TRUE
c3f.navy.mil,TRUE
c6f.navy.mil,TRUE
c7f.navy.mil,TRUE
ccsg15.navy.mil,TRUE
clwp.navy.mil,TRUE
cprw1.navy.mil,TRUE
csp.navy.mil,TRUE
cusnc.navy.mil,TRUE
ewtgpac.navy.mil,TRUE
ncis.navy.mil,TRUE
necc.usff.navy.mil,TRUE
nepa.navy.mil,TRUE
nsw.navy.mil,TRUE
oni.navy.mil,TRUE
ttgp.navy.mil,TRUE
afadsc.mil,TRUE
airforcesmallbiz.af.mil,TRUE
resilience.af.mil,TRUE
33fw.af.mil,TRUE
recruiting.af.mil,TRUE
557weatherwing.af.mil,TRUE
108thwing.ang.af.mil,TRUE
aftc.af.mil,TRUE
airuniversity.af.edu,TRUE
confluence-ga.jten.mil,TRUE
confluence.jten.mil,TRUE
jdl.jten.mil,TRUE
secure-qa.jten.mil,TRUE
jira.ga.jten.mil,TRUE
jira.jten.mil,TRUE
jkodirect.jten.mil,TRUE
jko.jten.mil,TRUE
jkodirectqa.jten.mil,TRUE
jkosgst-qa.jten.mil,TRUE
jkosupportqa.jten.mil,TRUE
jkosgst.jten.mil,TRUE
jkoqa.jten.mil,TRUE
lms.jten.mil,TRUE
jkosupport.jten.mil,TRUE
jtimsexer3.jten.mil,TRUE
jtimsexer6.jten.mil,TRUE
jtims-stage.jten.mil,TRUE
jtimsexer9.jten.mil,TRUE
jtimsexer8.jten.mil,TRUE
jtimsexer7.jten.mil,TRUE
jtimsexer1.jten.mil,TRUE
jtimsexer2.jten.mil,TRUE
jtimsexer5.jten.mil,TRUE
jtimsexer4.jten.mil,TRUE
jtims.jten.mil,TRUE
lps-jtp.jten.mil,TRUE
jtp-mvcr-stage.jten.mil,TRUE
jtp.jten.mil,TRUE
jtp-qa.jten.mil,TRUE
lpds-stage.jten.mil,TRUE
auth.jten.mil,TRUE
er.jten.mil,TRUE
ws.jllis.mil,TRUE
jllis.mil,TRUE
legacy.jllis.mil,TRUE
stage-jnxt.jten.mil,TRUE
ditpr-dadms.nmci.navy.mil,TRUE
ditpr.dod.mil,TRUE
ditprtest.dod.mil,TRUE
dadmstest.dod.mil,TRUE
ncorsdev.navy.mil,TRUE
ncorstest.navy.mil,TRUE
alerts1.mcdsjp.mcds.usm,TRUE
corp.csd.disa.mil,TRUE
ipdm.navy.smil.mil,TRUE
g200088.chs.spawar.navy.mil,TRUE
epm.dc3n.navy.mil,TRUE
ntmpsweb.dc3n.navy.mi,TRUE
promis-training.onr.navy.mi,TRUE
mol.tfs.usmc.mil,TRUE
confluence.ncte.dc3n.navy.mil,TRUE
jira.ncte.dc3n.navy.mil,TRUE
trimstest.dc3n.navy.mil,TRUE
corp.marmc.nmci.nav,TRUE
prod2.jalis.mil,TRUE
test.jalis.mil,TRUE
vendornxg.seaport.navy.mil,TRUE
mcsrc.mceits.usmc.smil.mil,TRUE
omis.kypt.nmci.navy.mil,TRUE
corp.kypt.nmci.navy.mil,TRUE
tsm-u.dc3n.navy.mil,TRUE
,TRUE
nrc.cissltd.com,TRUE
cgs.nrlssc.navy.smil.mil,TRUE
dev.nrlssc.navy.smil.mil,TRUE
*.partybarge.il5.blackpearl.us,TRUE
cpm-essn.training.navy.smil.mil,TRUE
fuse.navy.smil.mil,TRUE
ibpesprod02.navy.mil,TRUE
navsea1.cmpro.navy.mil,TRUE
navsea2.cmpro.navy.mil,TRUE
nflto.ncdc.navy.mil,TRUE
netfocus.netc.navy.mil,TRUE
report.dc3n.navy.mil,TRUE
sailor.navy.smil.mil,TRUE